18,0
91,27080
4,0
2,23330
-65,23280
16,0
113,24338
44,0
16,32406
49,25182
49,25182
45,25173
91,0
16,26057
30,0
104,0
46,0
56,0
48,0
81,26141
43,26141
56,27080
151,0
140,0
53,27018
110,34282
144,0
303,28177
519,0
186,0
-57,29573
127,19787
146,0
-31,29639
52,29639
565,30170
149,29773
48,0
51,29681
-49,29581
53,29680
161,37070
9,0
9,37797
344,30870
348,30877
-93,0
43,31675
34,0
72,0
-40,0
1,0
64,32659
12,43216
-42,32763
-39,0
17,32574
-35,0
318,23382
-52,33266
-64,23330
42,23280
324,0
163,0
47,27080
241,25179
50,25182
130,25173
-40,27018
-141,36785
-44,36864
-59,28177
-150,28073
2,36051
332,29573
57,30170
113,29773
351,39065
408,19745
107,29680
208,39830
42,30870
106,42291
87,31585
117,47794
6,0
35,41459
42,43216
210,41586
12,41378
83,42360
240,33266
498,24338
352,0
155,0
169,35263
138,45170
136,25209
43,25279
247,36785
136,46064
148,28073
60,56768
45,46861
153,0
138,29573
20,19787
-42,29639
162,37070
62,29680
258,0
259,30870
952,30877
309,50733
36,50466
255,41586
118,42360
366,23330
46,58565
39,62162
46,27080
265,0
366,52569
108,60388
311,25092
409,25173
-14,28793
162,45170
109,26987
44,36864
36,36976
-50,28073
215,37070
528,56341
413,56233
590,0
368,0
1274,57061
860,0
198,55995
586,56345
44,37797
6,59385
499,0
241,29573
210,43216
618,30170
286,57664
461,39065
186,47961
353,19745
240,19734
56,58367
536,30870
25,59206
318,59433
11,28880
64,60158
531,60388
108,25209
-57,32406
954,41459
650,0
163,41389
410,0
209,41586
764,41572
629,51062
6,71103
48,71172
489,42360
521,33266
803,23330
916,23280
-37,36051
359,0
218,0
112,37070
260,27018
126,64704
299,64812
78,64611
-29,64500
-87,64497
9,64594
7,0
11,64587
79,46064
240,65489
472,36864
1489,28073
352,66684
-48,58565
-2,29773
88,57664
366,47961
197,39830
207,58367
58,59206
113,60158
17,0
45,71162
46,71167
-35,71096
-42,71089
113,33266
162,23330
51,0
7,64704
-45,64812
-57,73771
17,28073
11,28177
67,46861
9,29639
47,30170
35,39065
58,19745
-41,29680
109,29581
99,39830
216,59551
17,25209
80,25269
-23,27004
-55,26951
-58,0
17,32409
93,32483
42,34267
16,30605
54,36063
0,23329
43,24272
51,0
-58,37769
48,0
47,0
-25,25144
-14,0
41,25170
-35,25104
47,25269
26,25153
53,0
13,27004
112,0
43,36972
44,0
-22,0
50,26079
32,0
-44,0
-49,26893
48,0
48,38767
42,30605
-25,27839
-36,0
57,40576
246,0
-63,0
51,0
347,29073
55,29073
147,36063
164,29780
207,0
89,29738
-19,30545
-53,37769
50,30577
50,30584
61,30584
-158,0
40,47766
26,0
91,0
-12,0
52,35062
30,0
79,0
41,49560
44,33365
35,36972
133,34362
61,45969
40,35159
34,26070
743,26071
38,47764
26,0
57,0
38,36958
55,40576
8,37791
15,29073
-52,37765
366,39069
13,38705
505,29738
51,42352
53,47766
47,30577
58,30584
56,40569
-55,41366
238,27004
41,49560
-67,26951
9,53996
83,0
109,32483
55,23475
160,23405
50,26079
105,26070
31,30605
636,27042
63,62170
339,26893
249,26940
38,40576
249,0
110,29073
44,59472
145,37765
-31,0
244,47962
45,47766
171,30545
53,25209
218,30584
211,41366
267,50682
56,27004
46,53996
46,32489
11,0
151,50574
201,50584
4,50466
107,45969
53,35170
50,44159
64,47764
8,53084
42,26071
443,53972
5,32409
3,50466
0,23475
145,25269
8,26951
41,53996
1714,36972
108,45969
6,36958
12,0
430,37791
372,29073
541,37765
13,38767
36,74757
10,40576
554,30545
435,30577
-36,30584
419,30584
81,59209
68,59125
89,59207
39,59103
263,59472
111,60993
171,61084
219,0
276,61184
137,60975
204,23329
542,51265
256,62064
199,33365
183,53972
148,64605
145,0
30,0
65,0
142,64602
240,64691
251,27839
259,36958
149,29073
268,37765
171,57944
167,47962
1,67464
6,67471
144,30577
11,30584
10,69308
260,69570
8,59103
59,71172
49,61184
44,0
12,71108
31,60975
108,23329
5,51265
9,23405
-33,73792
51,64605
68,73880
-39,73776
-88,27839
106,36958
107,29073
9,76491
43,67464
63,30545
59,30577
45,78366
20,25208
78,0
76,21604
-56,26956
30,0
92,27079
4,0
20,32406
6,23334
1,23334
46,33364
43,0
46,24296
51,24296
50,25280
44,0
51,0
69,0
25,0
130,0
-37,0
-46,35077
153,28797
57,0
26,0
-44,0
-30,0
-27,0
-71,0
27,0
25,0
-35,0
41,26956
45,27079
7,0
34,0
27,0
-45,0
-45,0
27,0
336,37261
52,0
47,0
31,0
53,0
55,0
51,37871
3,0
92,0
45,0
65,0
61,0
-5,0
67,0
15,25208
213,0
463,0
-30,0
70,0
70,0
70,0
70,0
70,0
61,0
62,0
108,21604
109,21604
254,42571
21,0
-60,0
21,0
39,25280
20,0
191,24296
191,0
430,0
48,35077
54,35262
10,0
-60,0
-64,0
36,0
139,27079
398,0
26,0
24,0
11,45900
127,0
28,0
14,0
24,26771
-84,0
250,37871
292,0
138,0
40,0
29,0
194,0
209,51531
130,28644
234,25208
54,21679
26,29577
195,0
131,0
30,31368
223,31384
223,31384
223,31384
37,0
161,42571
92,21604
90,0
31,32276
44,33099
143,33085
-10,0
24,0
-45,53080
153,35262
290,0
589,0
137,0
35,34063
141,24296
239,0
94,0
229,0
839,0
487,0
110,23409
159,32408
16,26698
25,26777
87,26771
19,0
-64,36659
28,0
389,26781
119,0
336,37761
36,37666
128,37786
35,28644
39,58564
189,0
44,0
96,0
242,0
216,0
34,32406
195,40467
148,0
126,30870
102,0
84,30469
317,31380
108,31368
559,31368
76,31384
76,31384
76,31384
147,0
123,21604
16,51866
20,21602
55,53080
225,35262
-91,0
177,43077
68,52793
59,26956
3,27079
42,45900
37,37261
6,67483
136,53662
-62,0
186,0
46,37871
33,0
60,47761
11,54295
26,25208
251,55470
157,55861
647,55861
11,21679
349,55571
180,56250
847,0
5,0
331,0
242,35863
226,57154
264,0
170,57129
334,57244
14,28797
194,47662
262,37761
-20,37666
155,37666
53,42571
90,28678
205,28644
-48,25280
495,50270
849,60887
842,60870
958,60952
787,0
56,26956
618,0
949,0
260,47761
481,62205
519,45967
208,61962
123,0
289,62944
439,63163
519,0
110,62840
67,0
622,63303
68,62733
434,0
19,32406
19,0
501,27676
208,27775
218,0
17,0
221,0
72,0
-4,0
70,0
208,0
168,0
81,0
67,0
11,0
100,0
26,0
70,46170
-17,63303
-17,53662
60,64617
70,64658
69,65478
127,66354
28,75487
29,75491
32,76389
27,67172
227,76575
33,76409
27,77265
65,77364
33,77298
25,77293
-68,68965
575,68969
172,21757
24,27012
92,27081
91,28881
0,21532
92,21757
170,21767
30,0
85,0
2,23324
11,0
143,37065
25,0
24,0
24,0
26,0
70,0
37,28881
134,0
32,0
43,27012
25,0
-163,0
31,0
-75,0
29,0
7,40480
260,40761
59,40560
25,0
332,41758
147,41562
21,0
166,0
167,0
63,0
69,0
169,0
359,39069
51,38764
149,0
167,0
131,34263
165,19730
191,19804
775,0
59,21767
171,0
67,0
363,0
208,0
279,0
165,0
72,0
261,0
271,0
65,0
64,0
275,0
65,0
45,45968
4,0
144,0
109,0
114,0
209,0
8,0
346,0
45,0
-41,0
15,0
191,0
23,0
136,44262
39,27081
104,0
25,0
43,40560
591,0
136,41659
146,41562
290,0
41,0
559,39069
59,38764
132,0
34,0
-54,21757
32,0
89,0
22,0
35,28684
30,0
86,0
490,19730
93,0
92,0
87,19804
290,0
139,0
230,0
147,30574
136,0
41,0
91,30591
209,0
63,37065
336,0
42,28881
238,0
146,0
497,0
359,44171
445,0
27,0
241,44262
118,0
439,0
237,33165
-61,40480
61,40761
45,40560
292,0
-42,41659
140,41758
41,59469
11,41562
234,0
533,0
338,0
247,0
114,39069
46,56769
331,0
285,0
524,0
436,26788
53,34263
742,36975
588,36781
633,0
336,0
150,0
5,62091
203,49765
113,62163
208,40560
-72,0
136,37065
243,38577
135,29682
341,19871
29,19804
187,0
582,0
413,30591
556,30686
398,0
253,0
182,30673
194,30475
508,0
64,27081
-58,40480
8,37071
219,42603
316,0
11,42572
14,42168
222,43707
12,41659
-30,33164
14,59469
520,56070
212,33165
406,56769
92,44182
201,54166
22,53975
65,0
924,54865
-60,0
15,67498
5,54296
-63,0
107,54369
50,0
-91,0
7,40560
108,73868
-94,25071
147,25071
105,24973
153,55372
45,41659
400,56463
227,0
46,41758
143,68565
107,41562
444,0
885,57829
367,57336
437,0
327,0
567,0
314,38597
