-1.8377,0.30116,0.64956,0,0,1,1,0,0
-1.6202,0.059353,-0.032997,0,0,1,1,0,0
-1.4026,0.94123,-0.64607,1,0,0,1,0,0
-1.4026,1.3111,-0.11474,1,0,0,1,0,0
-1.3483,2.0033,2.1168,0,0,1,1,0,0
-1.1851,1.3111,-0.59294,1,0,0,1,0,0
-1.6782,-0.34366,0.093705,1,0,0,1,0,0
-1.6782,-0.35788,0.081443,1,0,0,1,0,0
-1.2395,-0.02599,0.36754,0,0,1,1,0,0
-1.6238,-0.30099,0.13049,1,0,0,1,0,0
-1.5694,-0.38159,-1.1079,1,0,0,1,0,0
-1.5694,-2.3872,0.032398,1,0,0,1,0,0
-1.5694,0.6615,0.1264,0,1,0,1,0,0
-1.5694,-0.40055,0.040572,0,1,0,1,0,0
-1.5694,-1.8277,-3.9362,1,0,0,1,0,0
-1.5694,-0.67081,0.065095,1,0,0,1,0,0
-1.515,-0.016508,0.37572,0,1,0,1,0,0
-1.3918,0.50503,0.8253,1,0,0,1,0,0
-1.3918,-0.17771,0.23676,1,0,0,1,0,0
-0.69572,-0.40055,0.044659,1,0,0,1,0,0
-1.3483,-0.0070251,-0.78912,1,0,0,1,0,0
-1.3483,-0.14452,-0.91582,1,0,0,1,0,0
-1.3483,0.20633,-1.0303,1,0,0,1,0,0
-0.64134,1.3111,-0.59294,1,0,0,1,0,0
-1.2395,-0.39581,-1.3777,0,1,0,1,0,0
-1.2395,-0.38159,-1.6147,1,0,0,1,0,0
-1.1851,-0.2678,-1.7414,1,0,0,1,0,0
-1.1307,-0.52857,-0.31092,1,0,0,1,0,0
-1.022,0.10677,0.1264,0,1,0,1,0,0
-0.31507,-1.8656,-1.2183,1,0,0,1,0,0
-0.96761,-0.5096,-0.0084739,1,0,0,1,0,0
-0.53258,-0.20142,-0.032997,0,0,1,1,0,0
-0.91323,-2.041,-0.96078,1,0,0,1,0,0
-0.4782,-0.57598,-0.37632,0,0,1,1,0,0
-0.85885,0.23004,0.58825,1,0,0,1,0,0
-0.85885,-0.0022838,0.38798,1,0,0,1,0,0
-0.85885,-0.63288,-0.15561,1,0,0,0,0,1
-0.85885,-0.3484,0.089618,1,0,0,1,0,0
-0.85885,-0.39581,0.048746,1,0,0,1,0,0
-0.80447,-0.10185,-0.87904,1,0,0,1,0,0
-0.36945,0.68046,0.032398,0,0,1,1,0,0
-0.69572,0.94123,-1.1937,1,0,0,1,0,0
-0.69572,1.1736,-0.99348,1,0,0,1,0,0
-0.64134,0.3865,-1.1651,1,0,0,1,0,0
-0.20631,0.26797,-0.15561,0,0,1,0,1,0
-0.58696,-0.059179,-0.082043,1,0,0,1,0,0
-0.58696,-0.38159,-0.31092,1,0,0,1,0,0
-0.58696,0.38176,-0.54798,0,1,0,1,0,0
-0.58696,1.1499,1.0542,1,0,0,1,0,0
0.065583,0.44814,-0.58067,1,0,0,1,0,0
-0.043174,0.72313,1.0297,0,0,1,1,0,0
-0.4782,-0.41004,0.032398,1,0,0,1,0,0
