63,19952
-38,19821
-68,0
52,25368
80,27232
52,28973
12,23480
45,0
-85,0
109,0
97,24447
9,0
-3,25260
-25,0
97,25350
-46,25238
29,0
35,34385
53,0
102,26290
-21,0
102,0
147,26332
100,26255
46,27232
151,27235
126,0
36,25368
-9,0
37,37087
99,34409
1,0
51,28973
224,0
41,0
-67,38783
523,29406
97,0
148,0
98,0
-55,19952
128,19879
194,0
-58,29831
48,29831
199,19819
49,0
38,0
-67,0
148,37194
40,29930
98,30789
438,0
38,23570
338,31027
398,31047
-63,42384
143,31732
174,0
127,32784
22,32784
-48,0
-40,0
104,0
-3,34385
5,0
222,32708
76,32708
108,32798
-19,0
-1,0
103,32559
221,0
120,0
-17,0
97,0
338,24447
132,34484
94,27232
341,42785
240,0
41,25238
135,0
-3,28973
95,25368
-51,0
201,0
551,36694
-78,0
0,36991
-107,0
3,45139
41,0
101,37485
336,19952
28,0
399,19821
146,38982
231,29930
29,41574
175,0
-51,23570
398,0
96,42384
150,31732
99,38895
-13,0
102,34385
130,0
242,23506
29,0
46,49682
512,43863
349,24447
601,43891
394,42785
196,25260
88,44331
133,37087
322,0
148,27235
403,0
47,28973
142,0
44,25368
-17,0
51,34409
300,36886
397,0
743,46784
353,0
311,46296
43,36991
94,38783
203,0
157,47091
200,37485
196,19952
-2,19879
128,0
399,19819
194,0
224,0
155,0
198,37194
143,38982
17,0
345,29930
224,0
38,20031
937,31047
228,31027
97,56896
396,38895
197,0
394,0
318,50854
424,50968
29,50581
702,51192
293,0
199,41787
337,0
637,41706
490,41479
49,62287
165,51577
37,23506
346,51788
39,49682
37,62283
38,42384
23,27232
157,43863
247,24447
345,34484
198,43891
193,42785
395,53609
23,55981
-2,34409
310,0
125,0
96,38783
-7,0
140,28032
48,45139
94,46784
108,36991
50,67695
305,37194
699,56573
640,56565
407,56355
528,0
313,56256
87,0
77,56016
1301,57250
844,56795
587,56486
204,0
1377,0
41,20031
-7,23570
512,57228
53,38895
347,19952
253,34385
633,0
-70,0
194,57675
394,19821
52,0
117,30789
435,27232
-5,67621
106,0
139,70483
-66,25368
-7,23570
43,34409
1042,62086
652,0
738,50968
117,61220
409,41483
493,61549
664,41706
-28,34385
-54,71198
52,71294
552,51577
871,51788
1021,42384
160,63190
423,27235
131,64830
354,65037
21,64722
1,64713
11,64708
299,65609
252,56896
1492,46296
362,57228
-53,49682
