-1.9081,0,-1.2062,-0.32461,-0.89067,1,0,0,1,0,0
-1.7024,0,-1.2062,0.030519,-0.43183,1,0,0,1,0,0
-1.9081,0,-1.2062,0.090293,-0.79527,0,1,0,1,0,0
-1.9081,0,-1.2062,-0.09606,-0.59538,1,0,0,1,0,0
-1.9081,0,-1.2062,-0.59534,-1.2814,1,0,0,1,0,0
-1.8069,0,-1.2062,-1.3689,-0.39094,1,0,0,1,0,0
-1.8069,0,-1.2062,-1.3935,-1.027,1,0,0,1,0,0
-1.6012,1,-1.2062,0.051616,-0.40457,1,0,0,1,0,0
-1.6012,1,-1.2062,-0.12067,-0.62718,0,0,1,1,0,0
-1.6012,1,-1.2062,0.20984,-0.20014,0,0,1,0,1,0
-1.5,1,-1.2062,-0.018706,-0.49543,1,0,0,1,0,0
-1.3988,1,-1.2062,0.062164,-0.39094,1,0,0,1,0,0
-1.3988,1,-1.2062,0.069196,-0.38186,1,0,0,1,0,0
-1.7057,0,-1.2062,-2.0334,-0.16833,1,0,0,1,0,0
-1.7057,0,-1.2062,-0.41954,-0.94065,1,0,0,1,0,0
-1.7057,0,-1.2062,-0.81334,-0.14562,1,0,0,1,0,0
-1.7057,0,-1.2062,-1.5306,-0.8089,0,1,0,1,0,0
-1.7057,0,-1.2062,-0.0046417,-0.85433,1,0,0,1,0,0
-1.7057,0,-1.2062,-1.7275,-1.2768,1,0,0,1,0,0
-1.3988,1,-1.2062,0.06568,-0.3864,0,0,1,1,0,0
-1.7057,0,-1.2062,-1.0489,-0.21831,1,0,0,1,0,0
-1.7057,0,-1.2062,-1.0489,-0.21831,1,0,0,1,0,0
-1.1965,0,-1.2062,-0.25428,-0.79981,1,0,0,1,0,0
-1.6551,0,-1.2062,-0.77818,0.29051,1,0,0,1,0,0
-1.6551,0,-1.2062,-0.31757,-0.050216,1,0,0,1,0,0
-1.1965,0,-1.2062,-0.17693,-0.69987,1,0,0,1,0,0
-1.1965,0,-1.2062,0.54035,-0.68169,1,0,0,1,0,0
-1.6551,0,-1.2062,-1.0278,-0.38186,0,1,0,1,0,0
-1.6045,1,-1.2062,-0.44415,-0.69078,1,0,0,1,0,0
-1.6045,1,-1.2062,1.4475,-0.37731,1,0,0,1,0,0
-1.6045,1,-1.2062,0.33993,-0.36368,1,0,0,1,0,0
-1.6045,1,-1.2062,1.1416,0.022472,0,1,0,1,0,0
-1.6045,1,-1.2062,-1.9842,-0.77255,1,0,0,1,0,0
-1.1459,0,-1.2062,-1.5201,-0.72258,0,0,1,1,0,0
-1.554,1,-1.2062,-0.77115,-1.3359,0,1,0,1,0,0
-1.554,1,-1.2062,0.38916,-0.5454,0,1,0,1,0,0
-1.554,1,-1.2062,0.42784,-0.53632,1,0,0,1,0,0
-1.554,1,-1.2062,0.0094226,0.31322,1,0,0,1,0,0
-1.554,1,-1.2062,-0.66918,-0.46817,0,1,0,1,0,0
-1.554,1,-1.2062,0.4208,-0.4818,1,0,0,0,0,1
-1.554,1,-1.2062,0.4208,-0.4818,1,0,0,0,0,1
-1.554,1,-1.2062,-1.7662,0.14059,1,0,0,1,0,0
-1.554,1,-1.2062,-0.65512,0.2996,1,0,0,1,0,0
-1.554,1,-1.2062,1.9116,-0.86342,1,0,0,1,0,0
-1.554,1,-1.2062,-0.96805,-0.30917,0,1,0,1,0,0
-0.9941,0,-1.2062,0.0481,-0.40911,1,0,0,1,0,0
-1.0953,0,-1.2062,-1.0243,-0.56358,0,0,1,1,0,0
-1.5034,1,-1.2062,0.076228,0.33594,1,0,0,1,0,0
-0.94351,0,-1.2062,0.54035,-0.69532,1,0,0,1,0,0
-1.0953,0,-1.2062,0.17116,-0.25011,0,0,1,1,0,0
-1.5034,1,-1.2062,2.5937,-1.1315,1,0,0,1,0,0
-1.4528,1,-1.2062,-0.94344,0.0088428,1,0,0,1,0,0
-0.89292,0,-1.2062,-0.27538,-0.91339,1,0,0,1,0,0
-0.89292,0,-1.2062,0.136,-0.49543,1,0,0,1,0,0
-1.4528,1,-1.2062,1.4475,0.1315,1,0,0,1,0,0
-1.0447,0,-1.2062,0.10436,-0.33643,0,0,1,1,0,0
-0.9941,0,-1.2062,0.10084,-0.34097,0,0,1,1,0,0
-1.4022,1,-1.2062,-1.6924,-0.3864,0,1,0,1,0,0
-1.3516,1,-1.2062,0.055132,-0.63626,1,0,0,1,0,0
-1.3516,1,-1.2062,0.08326,-0.42729,1,0,0,1,0,0
-1.3516,1,-1.2062,0.08326,-0.42729,1,0,0,1,0,0
-0.74115,0,-1.2062,-0.17693,-0.08656,1,0,0,1,0,0
-1.3516,1,-1.2062,0.12545,-0.86342,0,1,0,1,0,0
-1.3516,1,-1.2062,0.67045,2.035,1,0,0,1,0,0
-1.3516,1,-1.2062,0.11491,1.9351,1,0,0,1,0,0
-1.3516,1,-1.2062,0.11491,1.9351,1,0,0,1,0,0
-1.3516,1,-1.2062,-0.59183,0.12696,1,0,0,1,0,0
