-1.7445,0,-1.2061,0.5375,-0.021813,1,0,0,1,0,0
-1.9503,0,-1.2061,-1.8211,-0.34185,1,0,0,1,0,0
-1.9503,0,-1.2061,-2.258,-0.22547,1,0,0,1,0,0
-1.6433,0,-1.2061,-0.92431,-0.014539,0,0,1,1,0,0
-1.6433,0,-1.2061,0.66561,0.040012,0,0,1,0,1,0
-1.5421,1,-1.2061,0.75759,0.41823,0,0,1,1,0,0
-1.4408,1,-1.2061,0.17287,-0.22911,1,0,0,1,0,0
-1.4408,1,-1.2061,-0.13263,-0.014539,1,0,0,1,0,0
-1.7479,0,-1.2061,-0.8192,-0.51277,1,0,0,1,0,0
-1.2384,1,-1.2061,0.99411,0.68008,1,0,0,1,0,0
-1.2384,1,-1.2061,0.5375,0.080016,1,0,0,1,0,0
-1.6467,0,-1.2061,1.385,-0.20001,1,0,0,1,0,0
-1.6467,0,-1.2061,-0.047225,0.14911,0,1,0,1,0,0
-1.6467,0,-1.2061,-0.047225,0.14911,0,1,0,1,0,0
-1.1878,0,-1.2061,-1.3875,0.39641,0,0,1,1,0,0
-1.596,1,-1.2061,-0.5334,0.33095,1,0,0,0,0,1
-1.596,1,-1.2061,0.071034,0.26549,1,0,0,1,0,0
-1.036,0,-1.2061,0.5375,-0.03636,1,0,0,1,0,0
-1.5454,1,-1.2061,-0.3593,0.25458,1,0,0,1,0,0
-1.1372,0,-1.2061,0.32069,-0.072727,0,0,1,1,0,0
-1.5454,1,-1.2061,-0.57611,-0.23638,1,0,0,1,0,0
-0.93478,0,-1.2061,0.33712,-0.04727,1,0,0,1,0,0
-0.93478,0,-1.2061,-0.13263,-0.018176,1,0,0,1,0,0
-1.4948,1,-1.2061,-1.1707,0.55279,1,0,0,1,0,0
-1.4948,1,-1.2061,-1.0524,0.89828,1,0,0,1,0,0
-1.4948,1,-1.2061,-0.25746,0.61098,1,0,0,1,0,0
-1.0866,0,-1.2061,0.33055,-0.054543,0,0,1,1,0,0
-1.4442,1,-1.2061,0.11045,0.80373,1,0,0,1,0,0
-1.3936,1,-1.2061,0.084174,0.065469,1,0,0,1,0,0
-1.3936,1,-1.2061,0.54079,-0.41458,0,1,0,1,0,0
-1.3936,1,-1.2061,-0.51698,0.38914,1,0,0,1,0,0
-1.3936,1,-1.2061,0.087459,0.52006,1,0,0,1,0,0
