111,0
92,0
19,0
-41,0
-39,0
48,0
112,27151
53,0
20,0
46,23404
87,24344
0,0
-22,0
90,25249
65,0
77,0
130,26204
172,26156
95,26181
75,0
71,27151
175,27151
89,34370
72,0
-37,0
173,0
546,29319
-30,29643
465,0
155,29827
71,29669
191,29849
174,37121
170,0
71,0
129,30609
65,37869
387,30948
367,30944
-36,0
270,31543
172,0
75,38794
144,0
12,0
-12,43272
158,0
68,0
250,0
16,0
-81,0
36,0
365,24344
69,27151
164,34423
365,0
64,0
-25,0
165,34370
574,0
-134,36819
-29,28203
64,0
19,45062
361,29643
75,0
379,39111
162,29753
387,39168
263,0
80,51466
116,40647
106,38794
67,43272
-37,0
267,0
-41,0
186,0
267,23404
62,0
-36,23335
543,24413
373,24344
166,27151
571,0
367,0
111,0
177,44329
166,27151
73,52303
66,34370
274,36819
764,28044
68,28203
276,36810
72,56820
118,45062
171,28986
166,29643
171,55113
370,29849
282,39111
164,29753
180,37121
369,0
66,37869
968,30948
-39,51466
76,0
394,38794
448,0
334,50769
61,50496
672,41472
663,0
157,42443
368,23402
62,58606
63,62199
271,24344
374,34423
389,25245
42,64846
63,0
-14,34370
162,46096
75,28044
76,54996
70,28203
77,55113
269,37121
645,56388
653,0
336,0
435,56273
348,56228
875,56720
1330,57134
96,0
566,56446
65,37869
528,57139
295,29643
268,43272
195,29748
415,39168
297,57660
101,30609
461,27151
553,30944
121,30948
40,59245
566,60468
163,52396
62,34370
1006,41495
140,61183
469,61430
325,41670
795,61784
-30,43272
74,71208
-22,71166
522,42443
863,23402
-31,27151
403,63299
190,63158
-23,55113
-24,27140
150,64746
357,64919
-73,64533
42,64629
29,0
134,0
33,0
28,64631
269,65520
125,46096
-26,50400
1504,36810
365,57139
-29,58606
220,30609
177,48918
263,30948
62,59245
-34,52303
-45,34370
6,45062
75,71217
-36,71118
37,42443
-31,23335
75,63299
166,63158
-14,64746
-32,64919
-31,0
63,64629
67,73883
-32,73803
56,64631
-10,46096
263,65520
260,52303
168,54996
38,34370
64,36810
75,28986
66,57139
77,30265
65,39111
162,29651
120,30609
174,59245
120,0
104,0
115,71217
107,71206
103,71118
-59,42443
269,23402
171,23404
19,64746
31,64698
24,64533
22,64591
61,73803
165,30609
37,30944
-18,30948
37,23402
159,0
20,0
116,0
80,0
89,0
125,0
95,0
154,0
130,0
132,0
54,0
226,0
112,0
119,25340
132,0
124,27037
226,0
124,27005
123,32477
328,0
130,0
127,0
131,0
62,0
125,0
42,0
71,0
126,0
12,0
134,0
725,0
138,0
25,0
132,0
243,0
139,0
323,0
146,0
47,0
52,0
224,0
137,0
148,32671
145,0
19,0
123,40672
31,0
125,0
124,0
123,32477
31,32553
224,0
123,0
129,0
60,26150
125,0
128,26956
218,27048
226,38808
112,0
128,0
135,40617
46,28851
126,29147
240,36114
233,29864
445,0
128,0
132,0
120,33407
133,47800
230,30581
-70,30442
129,30650
23,27005
126,40672
229,32568
