-57,18551
-24,18569
-24,18569
55,20448
-21,18597
-15,22193
-74,22148
57,29467
-20,20448
-4,24017
47,27132
-66,27019
-29,27024
356,36937
-44,27038
-43,28813
261,35967
2,35727
102,29821
90,30552
82,30548
-41,29467
-56,31336
78,20448
83,29384
95,31109
-7,23076
65,44782
-3,33901
-25,33903
-52,24017
-16,33911
50,36937
149,36755
9,36630
-34,37488
250,35967
-39,37484
158,28813
-30,38388
-44,29821
278,29467
-238,22407
-113,41015
231,31109
75,33901
51,33924
152,50255
7,43835
559,35087
142,34916
210,45812
102,36630
116,28813
180,31165
48,38388
87,39359
257,48531
52,20448
-53,22148
-1,41015
148,61043
153,23076
252,24017
153,52049
54,36937
148,61047
532,36755
207,54951
-29,54713
331,55058
849,31165
102,55731
34,55648
131,37488
169,33172
132,28813
49,69051
58,56566
285,38388
-29,20448
44,57479
-46,61043
102,48531
216,58105
95,31109
573,58698
-113,59095
3,22193
48,31165
65,60086
451,41015
87,60196
200,60280
20,33172
-54,61047
77,62062
136,52014
-71,24017
-109,52049
-52,72675
-28,45810
-54,35727
151,43835
-48,73471
-21,31165
48,29467
1,20448
-107,75219
121,55731
107,37488
319,55648
-68,31109
43,77147
-25,50255
70,68190
-30,78895
-102,58698
5,22407
12,59095
157,22193
-73,41015
909,22148
-23,35967
52,35727
66,23076
146,70924
-26,29467
-43,52014
-85,24017
-24,20448
-81,62033
73,34916
-30,73482
-54,64163
49,55648
59,37488
673,37484
-49,68190
-27,69102
-51,69014
-52,58698
53,22193
48,23076
-81,62062
-51,52014
-55,33901
47,62033
-51,52049
-59,43835
-35,35087
196,55731
-21,37488
-136,43835
-23,18576
-22,18566
-17,18580
-21,18567
-68,18558
-22,18584
-74,18553
-23,18563
52,24064
51,24068
-26,22166
-22,27585
57,31265
95,27585
77,24977
160,38583
-66,26112
0,26146
-94,26963
148,35842
-175,26911
-45,27039
5,27984
310,28285
10,36632
635,28616
217,29084
501,29354
104,28971
267,29993
73,29795
259,40482
173,40396
231,30319
257,27585
283,30770
216,30710
201,31599
-77,31319
-260,22166
-41,24018
-8,24064
185,34967
181,46705
177,35892
-55,26963
-13,27039
504,40482
149,40396
-48,28285
83,37587
167,27585
-51,30770
-37,30935
-42,30547
-60,30515
74,38583
-3,31319
-2,33222
252,36632
65,33925
132,43598
15,43442
86,46705
-47,24977
446,57720
288,26112
-18,44686
162,26146
171,45799
146,26963
145,31265
158,45768
169,36699
355,45980
189,63786
147,27585
52,46548
79,24068
147,38583
163,61056
92,48419
161,31599
-57,57342
113,31352
