-2.0386,0,-0.89999,-0.26751,1,0,0,1,0,0
-2.0386,0,-0.28172,-0.70725,1,0,0,1,0,0
-2.0386,0,0.36888,-0.20026,1,0,0,1,0,0
-1.7304,1,0.17896,-0.26751,0,0,1,1,0,0
-1.6288,1,-0.37062,-0.18991,1,0,0,1,0,0
-1.5272,1,-0.51205,-0.37098,1,0,0,1,0,0
-1.5272,1,1.6741,-0.26751,1,0,0,1,0,0
-1.8354,0,-0.66965,-0.47445,0,1,0,1,0,0
-1.5272,1,0.34868,-0.27269,0,0,1,1,0,0
-1.324,0,-0.29788,-0.57792,1,0,0,1,0,0
-1.324,0,-0.49185,-0.34512,1,0,0,1,0,0
-1.7846,0,-1.0333,1.0776,1,0,0,0,1,0
-1.7846,0,-0.43527,-0.35029,0,1,0,1,0,0
-1.7846,0,-0.43527,-0.35029,0,1,0,1,0,0
-1.7338,1,-0.43931,-0.49514,1,0,0,1,0,0
-1.7338,1,-0.26555,-0.67621,1,0,0,1,0,0
-1.7338,1,-0.52013,-0.36064,1,0,0,1,0,0
-1.7338,1,-1.0697,-0.20543,0,1,0,1,0,0
-1.7338,1,-0.112,-0.3865,1,0,0,1,0,0
-1.683,1,-0.5363,-0.32442,1,0,0,1,0,0
-1.683,1,-1.0697,-0.37616,0,1,0,1,0,0
-1.683,1,0.17896,-0.36581,1,0,0,1,0,0
-1.683,1,-0.10391,-0.17957,1,0,0,1,0,0
-1.683,1,0.18704,-0.3865,1,0,0,1,0,0
-1.683,1,0.29614,-0.85728,1,0,0,1,0,0
-1.683,1,-1.2394,-0.36581,0,1,0,1,0,0
-1.683,1,-0.51205,-0.48997,1,0,0,1,0,0
-1.1207,0,-0.37062,-0.18991,1,0,0,1,0,0
-1.6322,1,1.1003,0.14635,1,0,0,1,0,0
-1.6322,1,-0.19686,0.0014994,1,0,0,1,0,0
-1.2223,0,0.17896,-0.26751,0,0,1,1,0,0
-1.6322,1,-0.075626,-0.6193,1,0,0,1,0,0
-1.0699,0,-0.54842,-0.41754,1,0,0,1,0,0
-1.6322,1,-0.023094,-0.72794,1,0,0,1,0,0
-1.0191,0,-0.51205,-0.37098,1,0,0,1,0,0
-1.0191,0,0.25977,-0.26751,1,0,0,1,0,0
-1.1715,0,-1.0172,-0.39168,0,0,1,1,0,0
-0.96831,0,1.1852,-0.93488,1,0,0,1,0,0
-1.5306,1,-0.23322,0.10497,1,0,0,1,0,0
-1.1207,0,-0.17665,-0.16922,0,0,1,1,0,0
-1.5306,1,-0.47568,0.027366,0,1,0,1,0,0
-1.4798,1,0.65983,-0.26751,1,0,0,1,0,0
-1.4798,1,0.25573,-0.70725,1,0,0,1,0,0
-0.8667,0,-0.14028,0.32225,1,0,0,1,0,0
-1.4798,1,-0.72218,-0.36581,0,1,0,1,0,0
-1.4798,1,-0.027135,-0.99178,1,0,0,1,0,0
-1.4798,1,0.30827,0.13601,1,0,0,1,0,0
-1.4798,1,-0.43527,-1.1315,0,1,0,1,0,0
-1.4798,1,-0.023094,-0.39168,1,0,0,1,0,0
